name,distance,address,telephone,rating,review_counts,closed
Govinda's,939.1816921918837,"('243 Avenue Road', 'Toronto, ON M5R 2J6', 'Canada')",+1 888-218-1040,4.0,43,False
Butter Chicken Roti,605.5116930364213,"('646 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-783-7634,3.5,20,False
Amal,506.4622496393387,"('131 Bloor Street W', '2nd Floor', 'Toronto, ON M5S 3L7', 'Canada')",+1 416-551-9929,3.5,88,False
The Halal Guys,803.1168467700055,"('563 Yonge St', 'Toronto, ON M4Y 1Z2', 'Canada')",+1 416-901-1011,3.0,270,False
Wrap & Grab,704.0458085312521,"('618 Yonge Street', 'Toronto, ON M4Y 1Z3', 'Canada')",+1 416-598-0505,2.0,7,False
My Roti Place,815.3275026976182,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
Tabule Middle Eastern Cuisine,478.85747706141854,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Bindia Indian Bistro,557.5975087755012,"('16 Market St.', 'Toronto, ON M5E 1M6', 'Canada')",+1 416-863-0000,4.0,208,False
Benares Cucina Indian,363.9615334392612,"('001 – 49 Front Street E', 'Toronto, ON M5E 1B3', 'Canada')",+1 416-955-9000,4.0,13,False
Little India Restaurant,988.5479636568243,"('255 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-205-9836,3.5,438,False
Indian Roti House,981.0092451974143,"('256 Queens Quay W', 'Toronto, ON M5J 1B5', 'Canada')",+1 416-260-6666,4.0,232,False
Chaska,832.3279017571543,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Aroma Fine Indian Cuisine,958.3439052691692,"('287 King St W', 'Toronto, ON M5V 1J5', 'Canada')",+1 416-971-7242,3.5,225,False
Stratus Restaurant,264.52460227674754,"('79 Wellington Street W', 'TD South Tower, 36th Fl.', 'Toronto, ON M5K 1J5', 'Canada')",+1 416-865-1924,5.0,1,False
Byblos,832.2989915434127,"('11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada')",+1 647-660-0909,4.5,914,False
My Dosa Place,521.0874411804722,"('12 Queens Quay W', 'Toronto, ON M5J 2V7', 'Canada')",+1 647-350-3672,3.0,20,False
Bombay Palace,732.9376998963285,"('71 Jarvis Street', 'Toronto, ON M5C 2H2', 'Canada')",+1 416-368-8048,3.5,59,False
My Roti Place,523.097172087611,"('12 Queens Quay W', 'Toronto, ON M5J 2V7', 'Canada')",+1 647-348-7684,3.5,26,False
Charcoal Biryani,253.74497340840995,"('199 Bay Street', 'Commerce Court', 'Toronto, ON M5L 0A2', 'Canada')",+1 647-294-1006,3.0,1,False
Butter Chicken Roti,288.50935059000875,"('55 Front Street W', 'Union Station', 'Toronto, ON M5J 1E6', 'Canada')",+1 647-943-0289,4.0,3,False
Amaya,404.9378874232408,"('100 King Street W', 'Toronto, ON M5X 2A2', 'Canada')",+1 416-214-0005,3.0,19,False
The Bombay,996.4292096236744,"('259 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-519-2550,3.5,10,False
Swades Indian Cuisine,701.5599854571627,"('208 Queens Quay West', 'Harbourfront centre', 'Toronto, ON M5J 2Y5', 'Canada')",+1 416-368-7272,2.5,37,False
Touch,491.6385572364624,"('1 Adelaide St E', 'Toronto, ON M5C 1J4', 'Canada')",+1 416-364-4203,3.0,20,False
Maezo Indian Cuisine,1350.9443143270062,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
PLANTA Toronto,938.8066292538732,"('180 Queen Street W', 'Toronto, ON M5V 3X3', 'Canada')",+1 647-812-1210,4.0,172,False
Indian Biriyani House,1200.0724860839305,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
Suruthi's Take Out & Catering,926.1565638357683,"('585 Parliament Street', 'Toronto, ON M4X 1P9', 'Canada')",+1 416-925-1939,4.0,12,False
Butter Chicken Factory,945.6060269592532,"('560 Parliament Street', 'Toronto, ON M4X 1P8', 'Canada')",+1 416-964-7583,3.5,164,False
Momo Ghar,957.702940628419,"('568 Parliament St', 'Toronto, ON M4X 1P6', 'Canada')",+1 416-920-8224,5.0,12,False
Chachu's,1018.5956472576792,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
Tabule Middle Eastern Cuisine,1083.0706754802918,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
BBQ Chicken Factory,1001.3976623676269,"('292 Wellesley Street E', 'Toronto, ON M4X 1H1', 'Canada')",+1 647-352-7111,4.0,2,False
Khazana - By Chef Sanjeev Kapoor,486.58100111224485,"('261 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada')",+1 905-789-8738,3.5,21,False
Bindia Indian Bistro,978.6073755319375,"('16 Market St.', 'Toronto, ON M5E 1M6', 'Canada')",+1 416-863-0000,4.0,208,False
Spice66,497.8935591658133,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
King Place,293.8724112557712,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
The Host Fine Indian Cuisine,920.5618503302999,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
T|Bar,689.0133611482215,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
Bombay Palace,716.7620914470655,"('71 Jarvis Street', 'Toronto, ON M5C 2H2', 'Canada')",+1 416-368-8048,3.5,59,False
Laziz Curry Kitchen,65.57197537320069,"('151 Dundas St E', 'Toronto, ON M5B 1E4', 'Canada')",+1 416-762-9440,3.5,2,False
Matagali Restaurant,811.6938784465787,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
Indian Roti House,911.9384451260001,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Curry Kitchen + Falafel,105.64101195052635,"('139 Dundas Street E', 'Toronto, ON M5B 2N6', 'Canada')",+1 647-352-8779,5.0,1,False
Kabul Express,144.13835791562593,"('126 Dundas Street E', 'Toronto, ON M5B 1E2', 'Canada')",+1 647-351-1111,3.5,87,False
Colaba Junction,979.8192262645565,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Punjabi Chaap Corner,723.2071362183145,"('38 Elm Street', 'Unit 06A', 'Toronto, ON M5G 2K5', 'Canada')",+1 416-598-3787,4.0,5,False
Indian Studio Kitchen,708.2758059258721,"('429 Yonge Street', 'Toronto, ON M5B 1T1', 'Canada')",+1 416-977-8137,4.0,1,False
Indian Biriyani House,980.1880824613648,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
Globol Restaurants,703.4078225120335,"('60 Carlton Street', 'Loblaws Maple Leaf Gardens', 'Toronto, ON M5B 1J2', 'Canada')",,5.0,1,False
Touch,781.0277575165914,"('1 Adelaide St E', 'Toronto, ON M5C 1J4', 'Canada')",+1 416-364-4203,3.0,20,False
Butter Chicken Roti,820.5993886250287,"('201 King Street E', 'Unit 3', 'Toronto, ON M5A 1J5', 'Canada')",+1 416-551-9933,3.5,39,False
Lett'us Roll,483.40657467510755,"('335 Yonge Street', 'World Food Market', 'Toronto, ON M5G 1S4', 'Canada')",,5.0,1,False
My Roti Place,770.0949104950881,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
Tabule Middle Eastern Cuisine,846.5257703212227,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Pukka,1250.5199244515936,"('778 St. Clair Avenue W', 'Toronto, ON M6C 1B6', 'Canada')",+1 416-342-1906,4.0,180,False
Savera Indian Cuisine,1102.4883251030228,"('815 Saint Clair Avenue W', 'Toronto, ON M6C 1B9', 'Canada')",+1 416-657-2500,4.0,59,False
My Roti Place,341.47402123876304,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
KaSpace Cafe,835.2008896667643,"('1183 Queen Street E', 'Toronto, ON M4M 1L6', 'Canada')",+1 647-657-9600,5.0,9,False
Tabule Middle Eastern Cuisine,547.4306346440848,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Leela Indian Food Bar,642.9292443746124,"('1386 Gerrard Street E', 'Toronto, ON M4L 1Z2', 'Canada')",+1 416-461-8088,4.0,20,False
The Famous Indian Cuisine,719.1256205267207,"('1410 Gerrard Street E', 'Toronto, ON M4L 1Z4', 'Canada')",+1 416-406-4511,4.0,66,False
Lahore Tikka House,588.9621252862016,"('1365 Gerrard Street E', 'Toronto, ON M4L 1Z3', 'Canada')",+1 416-406-1668,3.5,546,False
Chandni Chowk Restaurant,775.0241709776037,"('1426 Gerrard Street E', 'Toronto, ON M4L 1Z6', 'Canada')",+1 416-469-4466,4.0,32,False
Udupi Palace,890.2087563068732,"('1460 Gerrard Street E', 'Toronto, ON M4L 2A3', 'Canada')",+1 416-405-8189,3.5,208,False
Motimahal,769.4874904166693,"('1422 Gerrard St E', 'Toronto, ON M4L 1Z6', 'Canada')",+1 416-461-3111,3.5,112,False
Karma's Kitchen,702.2804220099816,"('1411 Gerrard Street E', 'Toronto, ON M4L 1Z5', 'Canada')",+1 647-345-2762,4.0,63,False
Bombay Chowpatty,646.4596425612231,"('1386 Gerrard St E', 'Toronto, ON M4L', 'Canada')",+1 416-405-8080,3.0,59,False
Lahore Grill & Fast Food,433.31731537659994,"('1274 Gerrard Street E', 'Toronto, ON M4L 1Y6', 'Canada')",+1 416-778-9785,3.5,14,False
Gautama,760.9671970957053,"('1416 Gerrard Street E', 'Toronto, ON M4L 1Z6', 'Canada')",+1 416-469-4444,3.5,64,False
KaSpace Cafe,565.2986138742536,"('1183 Queen Street E', 'Toronto, ON M4M 1L6', 'Canada')",+1 647-657-9600,5.0,9,False
The Social Gardener,567.61201716792,"('1326 Gerrard Street  E', 'Toronto, ON M4L 1Z1', 'Canada')",+1 416-465-6021,3.5,5,False
Baldev Paan Cold Drink House,671.2209496673626,"('1399 Gerrard Street E', 'Toronto, ON M4L 1Z5', 'Canada')",+1 416-463-7226,3.5,4,False
Taste Of Tandooree And Sweets,592.1863872098726,"('1330 Gerrard Street E', 'Toronto, ON M4L 1Z1', 'Canada')",+1 416-519-4510,3.0,10,False
Maha's,477.58648667607207,"('226 Greenwood Avenue', 'Toronto, ON M4L 2R2', 'Canada')",+1 416-462-2703,4.0,600,False
Nitya Restaurant,780.6791229582053,"('1433 Gerrard St E', 'Toronto, ON M4L 1Z6', 'Canada')",+1 416-469-1500,3.5,4,False
My Roti Place,1188.9778187730492,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
India Paan,768.1571931641771,"('1427 Gerrard St E', 'Toronto, ON M4L 1Z7', 'Canada')",+1 416-461-8914,2.0,4,False
Lahore BBQ Paan Center,785.6565591861948,"('1435 Gerrard Street E', 'Toronto, ON M4L 1Z7', 'Canada')",+1 416-462-3293,3.0,15,False
Indian Rasoi,790.5696575677122,"('1437 Gerrard Street E', 'Toronto, ON M4L 1Z7', 'Canada')",+1 416-461-0896,2.0,13,False
Kachiguda Junction,1060.3667468390283,"('505 Danforth Avenue', 'Toronto, ON M4K 1P5', 'Canada')",+1 416-466-1555,4.5,3,False
Lahore Grill & Fast Food,842.4810225934343,"('1274 Gerrard Street E', 'Toronto, ON M4L 1Y6', 'Canada')",+1 416-778-9785,3.5,14,False
Maha's,783.2938715379016,"('226 Greenwood Avenue', 'Toronto, ON M4L 2R2', 'Canada')",+1 416-462-2703,4.0,600,False
Danforth Dragon,815.5125744369612,"('861 Danforth Avenue', 'Toronto, ON M4J 1L8', 'Canada')",+1 416-461-9238,3.5,89,False
India Kitchen,903.4041802385043,"('988 Danforth Ave', 'Toronto, ON M4J 1M1', 'Canada')",,1.0,1,False
Abyssinia Ethiopian Restaurant,854.5260535450477,"('884 Danforth Avenue', 'Toronto, ON M4J 1L7', 'Canada')",+1 416-778-9798,4.5,25,False
KaSpace Cafe,452.5175550564161,"('1183 Queen Street E', 'Toronto, ON M4M 1L6', 'Canada')",+1 647-657-9600,5.0,9,False
My Roti Place,544.1749044205418,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
Tabule Middle Eastern Cuisine,937.7831576898922,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Simba Grill,1072.974431978184,"('375 Donlands Avenue', 'East York, ON M4J 3S2', 'Canada')",+1 416-429-6057,3.5,24,False
Khazana - By Chef Sanjeev Kapoor,230.05839027703394,"('261 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada')",+1 905-789-8738,3.5,21,False
Little India Restaurant,1122.105676229216,"('255 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-205-9836,3.5,438,False
Bindia Indian Bistro,1054.2849503990637,"('16 Market St.', 'Toronto, ON M5E 1M6', 'Canada')",+1 416-863-0000,4.0,208,False
The Host Fine Indian Cuisine,617.9966900641571,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
Spice66,199.56000240002962,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
T|Bar,411.2327846446047,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
Matagali Restaurant,510.58368247322755,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
Benares Cucina Indian,1044.8147668139454,"('001 – 49 Front Street E', 'Toronto, ON M5E 1B3', 'Canada')",+1 416-955-9000,4.0,13,False
Punjabi Chaap Corner,427.4063299526685,"('38 Elm Street', 'Unit 06A', 'Toronto, ON M5G 2K5', 'Canada')",+1 416-598-3787,4.0,5,False
Indian Studio Kitchen,500.74394876666685,"('429 Yonge Street', 'Toronto, ON M5B 1T1', 'Canada')",+1 416-977-8137,4.0,1,False
Chaska,1192.5131757476822,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Colaba Junction,744.6450771408092,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Maezo Indian Cuisine,928.4600893383281,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
King Place,594.6940039660757,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
Indian Biriyani House,681.0146020764323,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
Bombay Palace,829.055010513135,"('71 Jarvis Street', 'Toronto, ON M5C 2H2', 'Canada')",+1 416-368-8048,3.5,59,False
Indian Roti House,846.9289470072164,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Laziz Curry Kitchen,247.54798476842254,"('151 Dundas St E', 'Toronto, ON M5B 1E4', 'Canada')",+1 416-762-9440,3.5,2,False
Curry Kitchen + Falafel,221.99150409739602,"('139 Dundas Street E', 'Toronto, ON M5B 2N6', 'Canada')",+1 647-352-8779,5.0,1,False
Kabul Express,168.03906154426608,"('126 Dundas Street E', 'Toronto, ON M5B 1E2', 'Canada')",+1 647-351-1111,3.5,87,False
Khazana - By Chef Sanjeev Kapoor,711.550043837506,"('261 Yonge Street', 'Toronto, ON M5B 1N8', 'Canada')",+1 905-789-8738,3.5,21,False
King Place,89.96156718548283,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
Spice66,702.0202664178273,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
Bombay Palace,796.7425554760581,"('71 Jarvis Street', 'Toronto, ON M5C 2H2', 'Canada')",+1 416-368-8048,3.5,59,False
T|Bar,870.7845781824886,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
Laziz Curry Kitchen,290.50743220033553,"('151 Dundas St E', 'Toronto, ON M5B 1E4', 'Canada')",+1 416-762-9440,3.5,2,False
Indian Roti House,933.5365868450557,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Curry Kitchen + Falafel,329.80130834926644,"('139 Dundas Street E', 'Toronto, ON M5B 2N6', 'Canada')",+1 647-352-8779,5.0,1,False
Indian Studio Kitchen,842.3511664839333,"('429 Yonge Street', 'Toronto, ON M5B 1T1', 'Canada')",+1 416-977-8137,4.0,1,False
Butter Chicken Factory,1032.3005353854458,"('560 Parliament Street', 'Toronto, ON M4X 1P8', 'Canada')",+1 416-964-7583,3.5,164,False
786 Halal Biryani House,107.40557346893452,"('236 Sherbourne Street', 'Toronto, ON M5A 3X2', 'Canada')",+1 647-352-0786,2.0,6,False
Punjabi Chaap Corner,919.9150250680103,"('38 Elm Street', 'Unit 06A', 'Toronto, ON M5G 2K5', 'Canada')",+1 416-598-3787,4.0,5,False
Kabul Express,368.26984440305165,"('126 Dundas Street E', 'Toronto, ON M5B 1E2', 'Canada')",+1 647-351-1111,3.5,87,False
Globol Restaurants,768.9563796066426,"('60 Carlton Street', 'Loblaws Maple Leaf Gardens', 'Toronto, ON M5B 1J2', 'Canada')",,5.0,1,False
Butter Chicken Roti,853.2687199926519,"('201 King Street E', 'Unit 3', 'Toronto, ON M5A 1J5', 'Canada')",+1 416-551-9933,3.5,39,False
Chachu's,695.572087918762,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
Touch,959.8636737088244,"('1 Adelaide St E', 'Toronto, ON M5C 1J4', 'Canada')",+1 416-364-4203,3.0,20,False
Oh Bombay,1032.3373255601161,"('21 Grenville Street', 'Toronto, ON M4Y 1A1', 'Canada')",+1 647-812-6208,3.5,3,False
Lett'us Roll,684.5527129537685,"('335 Yonge Street', 'World Food Market', 'Toronto, ON M5G 1S4', 'Canada')",,5.0,1,False
Multani Rollz & Bowlz,849.135234614734,"('384 Yonge Street', 'Unit 54', 'Toronto, ON M5G 2K2', 'Canada')",,3.0,1,False
Red Hot Tandoori,350.03867749621,"('3030 Danforth Avenue', 'East York, ON M4C 1N2', 'Canada')",+1 416-901-6363,3.5,6,False
ADDA Bengali Kitchen and Catering,924.3320646102949,"('3342 Danforth Avenue', 'Unit 1', 'Toronto, ON M1L 1C8', 'Canada')",+1 647-347-2332,5.0,15,False
Brown Box,309.8722508170294,"('3040 Danforth Avenue', 'East York, ON M4C 1N2', 'Canada')",+1 416-691-4440,3.5,3,False
Makkah Restaurant,444.8918997393208,"('2980 Danforth Avenue', 'East York, ON M4C 1M6', 'Canada')",+1 416-693-2222,4.0,2,False
Dhaka Biryani House,552.2715935888655,"('3315 Danforth Avenue', 'Toronto, ON M1L 1B8', 'Canada')",+1 647-800-4172,3.0,4,False
Hakka Chopsticks,528.2796187037894,"('2940 Danforth Avenue', 'Toronto, ON M4C 1M5', 'Canada')",+1 647-352-4888,4.0,14,False
Unity Cafe Corporation,641.389228936699,"('2891 Danforth Avenue', 'Toronto, ON M4C 1M3', 'Canada')",+1 416-698-9166,4.0,1,False
Ghoroaa Restaurant,413.4405416696189,"('2994 Danforth Avenue', 'East York, ON M4C 1M7', 'Canada')",+1 416-694-8720,3.5,22,False
Al-Mani Grill and Biryani,1019.1627366436531,"('2658 Danforth Ave', 'Toronto, ON M4C 1L7', 'Canada')",+1 416-690-7406,1.5,5,False
Cafe D Taj,924.3320646102949,"('3342 Danforth Avenue', 'Toronto, ON M1L 1C9', 'Canada')",+1 416-699-3825,4.0,13,False
Pukka,507.98703707463926,"('778 St. Clair Avenue W', 'Toronto, ON M6C 1B6', 'Canada')",+1 416-342-1906,4.0,180,False
Raahi Kitchen,262.0979491226578,"('543 Saint Clair Avenue W', 'Toronto, ON M6C 1A3', 'Canada')",+1 416-658-8582,2.0,1,False
Savera Indian Cuisine,634.0600686992648,"('815 Saint Clair Avenue W', 'Toronto, ON M6C 1B9', 'Canada')",+1 416-657-2500,4.0,59,False
Fat Pasha,1198.2829081289458,"('414 Dupont Street', 'Toronto, ON M5R 1V9', 'Canada')",+1 647-340-6142,4.0,211,False
Annapurna Vegetarian Restaurant,1157.0948170680774,"('1085 Bathurst Street', 'Toronto, ON M5R 3G8', 'Canada')",+1 416-537-8513,4.0,40,False
Ambiyan on Yonge,180.42520418993223,"('1560 Yonge Street', 'Unit 114', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-792-5656,4.5,14,False
Tamasha,628.2959937723898,"('1835 Yonge Street', 'Toronto, ON M4S 1X8', 'Canada')",+1 647-508-4455,3.5,40,False
Vivah Restaurant,180.42520418993223,"('1560 Yonge Street', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-929-2800,2.5,2,False
Twisted Indian Wraps,412.8145547790096,"('60 St Clair Avenue East', 'Toronto, ON M4T 1N5', 'Canada')",+1 416-546-0314,4.5,5,False
Flaming Stove,792.2493107004906,"('21 Davisville Avenue', 'Toronto, ON M4S 1G3', 'Canada')",+1 416-644-5051,4.5,68,False
Khau Gully,331.29823531830465,"('1991 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",,4.0,101,False
Tamasha,107.73456634098737,"('1835 Yonge Street', 'Toronto, ON M4S 1X8', 'Canada')",+1 647-508-4455,3.5,40,False
Flaming Stove,91.60632722227815,"('21 Davisville Avenue', 'Toronto, ON M4S 1G3', 'Canada')",+1 416-644-5051,4.5,68,False
My Roti Place,386.6465524856328,"('2013 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",+1 416-322-9559,4.0,22,False
Marigold Indian Bistro,884.379922433728,"('552 Mount Pleasant Road', 'Toronto, ON M4S 2M6', 'Canada')",+1 647-748-0220,3.0,77,False
Ambiyan on Yonge,912.8244957492211,"('1560 Yonge Street', 'Unit 114', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-792-5656,4.5,14,False
Vivah Restaurant,912.8244957492211,"('1560 Yonge Street', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-929-2800,2.5,2,False
Twisted Indian Wraps,1057.6044282756511,"('60 St Clair Avenue East', 'Toronto, ON M4T 1N5', 'Canada')",+1 416-546-0314,4.5,5,False
My Roti Place,390.4001271684298,"('3 Glebe Rd E', 'Toronto, ON M4S 1N7', 'Canada')",+1 647-295-9446,2.5,3,False
Aanch,674.5173504906197,"('259 Wellington St W', 'Toronto, ON M5V', 'Canada')",+1 416-599-0513,4.0,194,False
Indian Roti House,842.6752313812398,"('256 Queens Quay W', 'Toronto, ON M5J 1B5', 'Canada')",+1 416-260-6666,4.0,232,False
Aroma Fine Indian Cuisine,878.2526130472874,"('287 King St W', 'Toronto, ON M5V 1J5', 'Canada')",+1 416-971-7242,3.5,225,False
Saffron Spice Kitchen,959.754763713917,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
Chaska,1172.7601513924715,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Byblos,1064.3336022424032,"('11 Duncan Street', 'Toronto, ON M5V 3M2', 'Canada')",+1 647-660-0909,4.5,914,False
Roti Mahal Indian Cuisine,1028.8290077359645,"('554 Queen Street W', 'Toronto, ON M5V 2B5', 'Canada')",+1 416-546-9404,4.5,19,False
Annalakshmi,650.5577368396717,"('277 Wellington Street W', 'Unit 100B', 'Toronto, ON M5V 3E4', 'Canada')",+1 416-792-3672,3.0,25,False
Fresh on Spadina,918.4937224740355,"('147 Spadina Avenue', 'Toronto, ON M5V 2L7', 'Canada')",+1 416-599-4442,4.0,436,False
My Dosa Place,992.7610808167167,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,4.0,1,False
My Roti Place,990.4863669709383,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,3.5,74,False
Angithi Biryani and Wraps,278.3189969581613,"('363 Bremner Boulevard', 'Toronto, ON M5V 3V4', 'Canada')",+1 416-551-1777,2.0,9,False
Cheffry's Artisanal Bistro,933.054623841808,"('388 Richmond Street W', 'Unit 5B', 'Toronto, ON M5V 3P1', 'Canada')",+1 437-996-7357,4.5,15,False
The Kettle,1059.3792009183946,"('685 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",+1 416-551-6788,4.5,17,False
